Rule;Confidence
Destination(X) AND -hasPart(Y, X) ==> -AccommodationRating(X);1.0
-Beach(X) AND -UrbanArea(X) ==> -City(X);1.0
-Beach(X) AND -UrbanArea(X) ==> -Capital(X);1.0
-Beach(X) AND -UrbanArea(X) ==> -RetireeDestination(X);1.0
-Beach(X) AND -UrbanArea(X) ==> -hasAccommodation(X, Y);1.0
-Beach(X) AND -UrbanArea(X) ==> -hasPart(X, Y);1.0
-UrbanArea(X) AND -hasPart(Y, X) ==> -Beach(X);1.0
-Beach(X) AND -UrbanArea(X) ==> -hasPart(Y, X);1.0
-Beach(X) AND Destination(X) ==> -LuxuryHotel(X);1.0
-Beach(X) AND Destination(X) ==> -Accommodation(X);1.0
-Beach(X) AND Destination(X) ==> -Hotel(X);1.0
-Beach(X) AND Destination(X) ==> -hasAccommodation(Y, X);1.0
Destination(X) AND -hasPart(Y, X) ==> -Beach(X);1.0
-Beach(X) AND Destination(X) ==> -hasPart(Y, X);1.0
-Beach(X) AND Destination(X) ==> -hasRating(X, Y);1.0
-Beach(X) AND Destination(X) ==> -hasRating(Y, X);1.0
-UrbanArea(X) AND -NationalPark(X) ==> -City(X);1.0
-UrbanArea(X) AND -BackpackersDestination(X) ==> -City(X);1.0
-UrbanArea(X) AND -hasPart(Y, X) ==> -City(X);1.0
-UrbanArea(X) AND -NationalPark(X) ==> -Capital(X);1.0
-UrbanArea(X) AND -BackpackersDestination(X) ==> -Capital(X);1.0
-UrbanArea(X) AND -hasPart(Y, X) ==> -Capital(X);1.0
-UrbanArea(X) AND -NationalPark(X) ==> -RetireeDestination(X);1.0
-UrbanArea(X) AND -BackpackersDestination(X) ==> -RetireeDestination(X);1.0
-UrbanArea(X) AND -hasPart(Y, X) ==> -RetireeDestination(X);1.0
-UrbanArea(X) AND -BackpackersDestination(X) ==> -NationalPark(X);1.0
-UrbanArea(X) AND -NationalPark(X) ==> -BackpackersDestination(X);1.0
-UrbanArea(X) AND -NationalPark(X) ==> -hasAccommodation(X, Y);1.0
-UrbanArea(X) AND -NationalPark(X) ==> -hasPart(X, Y);1.0
-UrbanArea(X) AND -BackpackersDestination(X) ==> -hasAccommodation(X, Y);1.0
-UrbanArea(X) AND -BackpackersDestination(X) ==> -hasPart(X, Y);1.0
-UrbanArea(X) AND -hasPart(Y, X) ==> -hasAccommodation(X, Y);1.0
-UrbanArea(X) AND -hasPart(Y, X) ==> -hasPart(X, Y);1.0
Destination(X) AND -Capital(X) ==> -LuxuryHotel(X);1.0
Destination(X) AND -RetireeDestination(X) ==> -LuxuryHotel(X);1.0
Destination(X) AND -NationalPark(X) ==> -LuxuryHotel(X);1.0
Destination(X) AND -BackpackersDestination(X) ==> -LuxuryHotel(X);1.0
Destination(X) AND -hasPart(Y, X) ==> -LuxuryHotel(X);1.0
Destination(X) AND -Capital(X) ==> -Accommodation(X);1.0
Destination(X) AND -RetireeDestination(X) ==> -Capital(X);1.0
Destination(X) AND -Capital(X) ==> -RetireeDestination(X);1.0
Destination(X) AND -Capital(X) ==> -Hotel(X);1.0
Destination(X) AND -Capital(X) ==> -hasAccommodation(X, Y);1.0
Destination(X) AND -Capital(X) ==> -hasAccommodation(Y, X);1.0
Destination(X) AND -Capital(X) ==> -hasPart(X, Y);1.0
Destination(X) AND -Capital(X) ==> -hasRating(X, Y);1.0
Destination(X) AND -Capital(X) ==> -hasRating(Y, X);1.0
Destination(X) AND -RetireeDestination(X) ==> -Accommodation(X);1.0
Destination(X) AND -NationalPark(X) ==> -Accommodation(X);1.0
Destination(X) AND -BackpackersDestination(X) ==> -Accommodation(X);1.0
Destination(X) AND -hasPart(Y, X) ==> -Accommodation(X);1.0
Destination(X) AND -RetireeDestination(X) ==> -Hotel(X);1.0
Destination(X) AND -RetireeDestination(X) ==> -hasAccommodation(X, Y);1.0
Destination(X) AND -RetireeDestination(X) ==> -hasAccommodation(Y, X);1.0
Destination(X) AND -RetireeDestination(X) ==> -hasPart(X, Y);1.0
Destination(X) AND -RetireeDestination(X) ==> -hasRating(X, Y);1.0
Destination(X) AND -RetireeDestination(X) ==> -hasRating(Y, X);1.0
Destination(X) AND -NationalPark(X) ==> -Hotel(X);1.0
Destination(X) AND -BackpackersDestination(X) ==> -NationalPark(X);1.0
Destination(X) AND -NationalPark(X) ==> -BackpackersDestination(X);1.0
Destination(X) AND -NationalPark(X) ==> -hasAccommodation(Y, X);1.0
Destination(X) AND -NationalPark(X) ==> -hasRating(X, Y);1.0
Destination(X) AND -NationalPark(X) ==> -hasRating(Y, X);1.0
Destination(X) AND -BackpackersDestination(X) ==> -Hotel(X);1.0
Destination(X) AND -hasPart(Y, X) ==> -Hotel(X);1.0
Destination(X) AND -BackpackersDestination(X) ==> -hasAccommodation(Y, X);1.0
Destination(X) AND -BackpackersDestination(X) ==> -hasRating(X, Y);1.0
Destination(X) AND -BackpackersDestination(X) ==> -hasRating(Y, X);1.0
Destination(X) AND -hasPart(Y, X) ==> -hasAccommodation(Y, X);1.0
Destination(X) AND -hasPart(Y, X) ==> -hasRating(X, Y);1.0
Destination(X) AND -hasPart(Y, X) ==> -hasRating(Y, X);1.0
-LuxuryHotel(X) AND -Accommodation(X) ==> -Town(X);0.9230769230769231
-LuxuryHotel(X) AND -Hotel(X) ==> -Town(X);0.9230769230769231
-LuxuryHotel(X) AND -hasAccommodation(Y, X) ==> -Town(X);0.9230769230769231
-LuxuryHotel(X) AND -hasRating(X, Y) ==> -Town(X);0.9230769230769231
-Accommodation(X) AND -Hotel(X) ==> -Town(X);0.9230769230769231
-Accommodation(X) AND -hasAccommodation(Y, X) ==> -Town(X);0.9230769230769231
-Accommodation(X) AND -hasRating(X, Y) ==> -Town(X);0.9230769230769231
-Hotel(X) AND -hasAccommodation(Y, X) ==> -Town(X);0.9230769230769231
-Hotel(X) AND -hasRating(X, Y) ==> -Town(X);0.9230769230769231
-hasAccommodation(X, Y) AND -hasPart(X, Y) ==> -Town(X);0.9230769230769231
-hasAccommodation(Y, X) AND -hasRating(X, Y) ==> -Town(X);0.9230769230769231
-LuxuryHotel(X) AND -Accommodation(X) ==> -hasAccommodation(X, Y);0.9230769230769231
-LuxuryHotel(X) AND -Accommodation(X) ==> -hasPart(X, Y);0.9230769230769231
-LuxuryHotel(X) AND -Accommodation(X) ==> -hasRating(Y, X);0.9230769230769231
-LuxuryHotel(X) AND -Hotel(X) ==> -hasAccommodation(X, Y);0.9230769230769231
-LuxuryHotel(X) AND -Hotel(X) ==> -hasPart(X, Y);0.9230769230769231
-LuxuryHotel(X) AND -Hotel(X) ==> -hasRating(Y, X);0.9230769230769231
-LuxuryHotel(X) AND -hasAccommodation(Y, X) ==> -hasAccommodation(X, Y);0.9230769230769231
-hasAccommodation(X, Y) AND -hasPart(X, Y) ==> -LuxuryHotel(X);0.9230769230769231
-LuxuryHotel(X) AND -hasRating(X, Y) ==> -hasAccommodation(X, Y);0.9230769230769231
-LuxuryHotel(X) AND -hasAccommodation(Y, X) ==> -hasPart(X, Y);0.9230769230769231
-LuxuryHotel(X) AND -hasAccommodation(Y, X) ==> -hasRating(Y, X);0.9230769230769231
-LuxuryHotel(X) AND -hasRating(X, Y) ==> -hasPart(X, Y);0.9230769230769231
-LuxuryHotel(X) AND -hasRating(X, Y) ==> -hasRating(Y, X);0.9230769230769231
-hasAccommodation(X, Y) AND -hasPart(X, Y) ==> -Capital(X);0.9230769230769231
-Accommodation(X) AND -Hotel(X) ==> -hasAccommodation(X, Y);0.9230769230769231
-Accommodation(X) AND -Hotel(X) ==> -hasPart(X, Y);0.9230769230769231
-Accommodation(X) AND -Hotel(X) ==> -hasRating(Y, X);0.9230769230769231
-Accommodation(X) AND -hasAccommodation(Y, X) ==> -hasAccommodation(X, Y);0.9230769230769231
-hasAccommodation(X, Y) AND -hasPart(X, Y) ==> -Accommodation(X);0.9230769230769231
-Accommodation(X) AND -hasRating(X, Y) ==> -hasAccommodation(X, Y);0.9230769230769231
-Accommodation(X) AND -hasAccommodation(Y, X) ==> -hasPart(X, Y);0.9230769230769231
-Accommodation(X) AND -hasAccommodation(Y, X) ==> -hasRating(Y, X);0.9230769230769231
-Accommodation(X) AND -hasRating(X, Y) ==> -hasPart(X, Y);0.9230769230769231
-Accommodation(X) AND -hasRating(X, Y) ==> -hasRating(Y, X);0.9230769230769231
-hasAccommodation(X, Y) AND -hasPart(X, Y) ==> -RetireeDestination(X);0.9230769230769231
-Hotel(X) AND -hasAccommodation(Y, X) ==> -hasAccommodation(X, Y);0.9230769230769231
-hasAccommodation(X, Y) AND -hasPart(X, Y) ==> -Hotel(X);0.9230769230769231
-Hotel(X) AND -hasRating(X, Y) ==> -hasAccommodation(X, Y);0.9230769230769231
-Hotel(X) AND -hasAccommodation(Y, X) ==> -hasPart(X, Y);0.9230769230769231
-Hotel(X) AND -hasAccommodation(Y, X) ==> -hasRating(Y, X);0.9230769230769231
-Hotel(X) AND -hasRating(X, Y) ==> -hasPart(X, Y);0.9230769230769231
-Hotel(X) AND -hasRating(X, Y) ==> -hasRating(Y, X);0.9230769230769231
-hasAccommodation(X, Y) AND -hasPart(X, Y) ==> -hasAccommodation(Y, X);0.9230769230769231
-hasAccommodation(Y, X) AND -hasRating(X, Y) ==> -hasAccommodation(X, Y);0.9230769230769231
-hasAccommodation(X, Y) AND -hasPart(X, Y) ==> -hasRating(X, Y);0.9230769230769231
-hasAccommodation(X, Y) AND -hasPart(X, Y) ==> -hasRating(Y, X);0.9230769230769231
-hasAccommodation(Y, X) AND -hasRating(X, Y) ==> -hasPart(X, Y);0.9230769230769231
-hasAccommodation(Y, X) AND -hasRating(X, Y) ==> -hasRating(Y, X);0.9230769230769231
-Beach(X) AND -hasPart(Y, X) ==> -Town(X);0.9166666666666666
-LuxuryHotel(X) AND -hasAccommodation(X, Y) ==> -Town(X);0.9166666666666666
-Town(X) AND -hasAccommodation(X, Y) ==> -LuxuryHotel(X);0.9166666666666666
-Town(X) AND -LuxuryHotel(X) ==> -hasAccommodation(X, Y);0.9166666666666666
-LuxuryHotel(X) AND -hasPart(X, Y) ==> -Town(X);0.9166666666666666
-Town(X) AND -hasPart(X, Y) ==> -LuxuryHotel(X);0.9166666666666666
-Town(X) AND -LuxuryHotel(X) ==> -hasPart(X, Y);0.9166666666666666
-LuxuryHotel(X) AND -hasRating(Y, X) ==> -Town(X);0.9166666666666666
-Town(X) AND -hasRating(Y, X) ==> -LuxuryHotel(X);0.9166666666666666
-Town(X) AND -LuxuryHotel(X) ==> -hasRating(Y, X);0.9166666666666666
-Capital(X) AND -RetireeDestination(X) ==> -Town(X);0.9166666666666666
-Capital(X) AND -hasAccommodation(X, Y) ==> -Town(X);0.9166666666666666
-Town(X) AND -hasAccommodation(X, Y) ==> -Capital(X);0.9166666666666666
-Capital(X) AND -hasPart(X, Y) ==> -Town(X);0.9166666666666666
-Town(X) AND -hasPart(X, Y) ==> -Capital(X);0.9166666666666666
-Accommodation(X) AND -hasAccommodation(X, Y) ==> -Town(X);0.9166666666666666
-Town(X) AND -hasAccommodation(X, Y) ==> -Accommodation(X);0.9166666666666666
-Town(X) AND -Accommodation(X) ==> -hasAccommodation(X, Y);0.9166666666666666
-Accommodation(X) AND -hasPart(X, Y) ==> -Town(X);0.9166666666666666
-Town(X) AND -hasPart(X, Y) ==> -Accommodation(X);0.9166666666666666
-Town(X) AND -Accommodation(X) ==> -hasPart(X, Y);0.9166666666666666
-Accommodation(X) AND -hasRating(Y, X) ==> -Town(X);0.9166666666666666
-Town(X) AND -hasRating(Y, X) ==> -Accommodation(X);0.9166666666666666
-Town(X) AND -Accommodation(X) ==> -hasRating(Y, X);0.9166666666666666
-RetireeDestination(X) AND -hasAccommodation(X, Y) ==> -Town(X);0.9166666666666666
-Town(X) AND -hasAccommodation(X, Y) ==> -RetireeDestination(X);0.9166666666666666
-RetireeDestination(X) AND -hasPart(X, Y) ==> -Town(X);0.9166666666666666
-Town(X) AND -hasPart(X, Y) ==> -RetireeDestination(X);0.9166666666666666
-NationalPark(X) AND -BackpackersDestination(X) ==> -Town(X);0.9166666666666666
-Hotel(X) AND -hasAccommodation(X, Y) ==> -Town(X);0.9166666666666666
-Town(X) AND -hasAccommodation(X, Y) ==> -Hotel(X);0.9166666666666666
-Town(X) AND -Hotel(X) ==> -hasAccommodation(X, Y);0.9166666666666666
-Hotel(X) AND -hasPart(X, Y) ==> -Town(X);0.9166666666666666
-Town(X) AND -hasPart(X, Y) ==> -Hotel(X);0.9166666666666666
-Town(X) AND -Hotel(X) ==> -hasPart(X, Y);0.9166666666666666
-Hotel(X) AND -hasRating(Y, X) ==> -Town(X);0.9166666666666666
-Town(X) AND -hasRating(Y, X) ==> -Hotel(X);0.9166666666666666
-Town(X) AND -Hotel(X) ==> -hasRating(Y, X);0.9166666666666666
-hasAccommodation(X, Y) AND -hasAccommodation(Y, X) ==> -Town(X);0.9166666666666666
-Town(X) AND -hasAccommodation(Y, X) ==> -hasAccommodation(X, Y);0.9166666666666666
-Town(X) AND -hasAccommodation(X, Y) ==> -hasAccommodation(Y, X);0.9166666666666666
-hasAccommodation(X, Y) AND -hasRating(X, Y) ==> -Town(X);0.9166666666666666
-Town(X) AND -hasRating(X, Y) ==> -hasAccommodation(X, Y);0.9166666666666666
-Town(X) AND -hasAccommodation(X, Y) ==> -hasRating(X, Y);0.9166666666666666
-hasAccommodation(X, Y) AND -hasRating(Y, X) ==> -Town(X);0.9166666666666666
-Town(X) AND -hasRating(Y, X) ==> -hasAccommodation(X, Y);0.9166666666666666
-Town(X) AND -hasAccommodation(X, Y) ==> -hasRating(Y, X);0.9166666666666666
-hasAccommodation(Y, X) AND -hasPart(X, Y) ==> -Town(X);0.9166666666666666
-Town(X) AND -hasPart(X, Y) ==> -hasAccommodation(Y, X);0.9166666666666666
-Town(X) AND -hasAccommodation(Y, X) ==> -hasPart(X, Y);0.9166666666666666
-hasAccommodation(Y, X) AND -hasRating(Y, X) ==> -Town(X);0.9166666666666666
-Town(X) AND -hasRating(Y, X) ==> -hasAccommodation(Y, X);0.9166666666666666
-Town(X) AND -hasAccommodation(Y, X) ==> -hasRating(Y, X);0.9166666666666666
-hasPart(X, Y) AND -hasRating(X, Y) ==> -Town(X);0.9166666666666666
-Town(X) AND -hasRating(X, Y) ==> -hasPart(X, Y);0.9166666666666666
-Town(X) AND -hasPart(X, Y) ==> -hasRating(X, Y);0.9166666666666666
-hasPart(X, Y) AND -hasRating(Y, X) ==> -Town(X);0.9166666666666666
-Town(X) AND -hasRating(Y, X) ==> -hasPart(X, Y);0.9166666666666666
-Town(X) AND -hasPart(X, Y) ==> -hasRating(Y, X);0.9166666666666666
-hasRating(X, Y) AND -hasRating(Y, X) ==> -Town(X);0.9166666666666666
-Town(X) AND -hasRating(Y, X) ==> -hasRating(X, Y);0.9166666666666666
-Town(X) AND -hasRating(X, Y) ==> -hasRating(Y, X);0.9166666666666666
-Beach(X) AND -hasPart(Y, X) ==> -LuxuryHotel(X);0.9166666666666666
-Beach(X) AND -hasPart(Y, X) ==> -Accommodation(X);0.9166666666666666
-Beach(X) AND -hasPart(Y, X) ==> -Hotel(X);0.9166666666666666
-Beach(X) AND -hasPart(Y, X) ==> -hasAccommodation(X, Y);0.9166666666666666
-Beach(X) AND -hasPart(Y, X) ==> -hasAccommodation(Y, X);0.9166666666666666
-Beach(X) AND -hasPart(Y, X) ==> -hasPart(X, Y);0.9166666666666666
-Beach(X) AND -hasPart(Y, X) ==> -hasRating(X, Y);0.9166666666666666
-Beach(X) AND -hasPart(Y, X) ==> -hasRating(Y, X);0.9166666666666666
-Capital(X) AND -RetireeDestination(X) ==> -City(X);0.9166666666666666
-Capital(X) AND -hasAccommodation(X, Y) ==> -City(X);0.9166666666666666
-Capital(X) AND -hasPart(X, Y) ==> -City(X);0.9166666666666666
-RetireeDestination(X) AND -hasAccommodation(X, Y) ==> -City(X);0.9166666666666666
-RetireeDestination(X) AND -hasPart(X, Y) ==> -City(X);0.9166666666666666
-Capital(X) AND -RetireeDestination(X) ==> -LuxuryHotel(X);0.9166666666666666
-Capital(X) AND -hasAccommodation(X, Y) ==> -LuxuryHotel(X);0.9166666666666666
-LuxuryHotel(X) AND -hasAccommodation(X, Y) ==> -Capital(X);0.9166666666666666
-Capital(X) AND -hasPart(X, Y) ==> -LuxuryHotel(X);0.9166666666666666
-LuxuryHotel(X) AND -hasPart(X, Y) ==> -Capital(X);0.9166666666666666
-RetireeDestination(X) AND -hasAccommodation(X, Y) ==> -LuxuryHotel(X);0.9166666666666666
-LuxuryHotel(X) AND -hasAccommodation(X, Y) ==> -RetireeDestination(X);0.9166666666666666
-RetireeDestination(X) AND -hasPart(X, Y) ==> -LuxuryHotel(X);0.9166666666666666
-LuxuryHotel(X) AND -hasPart(X, Y) ==> -RetireeDestination(X);0.9166666666666666
-NationalPark(X) AND -BackpackersDestination(X) ==> -LuxuryHotel(X);0.9166666666666666
-hasAccommodation(X, Y) AND -hasRating(Y, X) ==> -LuxuryHotel(X);0.9166666666666666
-LuxuryHotel(X) AND -hasRating(Y, X) ==> -hasAccommodation(X, Y);0.9166666666666666
-LuxuryHotel(X) AND -hasAccommodation(X, Y) ==> -hasRating(Y, X);0.9166666666666666
-hasPart(X, Y) AND -hasRating(Y, X) ==> -LuxuryHotel(X);0.9166666666666666
-LuxuryHotel(X) AND -hasRating(Y, X) ==> -hasPart(X, Y);0.9166666666666666
-LuxuryHotel(X) AND -hasPart(X, Y) ==> -hasRating(Y, X);0.9166666666666666
-Capital(X) AND -RetireeDestination(X) ==> -Accommodation(X);0.9166666666666666
-Accommodation(X) AND -hasAccommodation(X, Y) ==> -Capital(X);0.9166666666666666
-Capital(X) AND -hasAccommodation(X, Y) ==> -Accommodation(X);0.9166666666666666
-Accommodation(X) AND -hasPart(X, Y) ==> -Capital(X);0.9166666666666666
-Capital(X) AND -hasPart(X, Y) ==> -Accommodation(X);0.9166666666666666
-Capital(X) AND -RetireeDestination(X) ==> -Hotel(X);0.9166666666666666
-Capital(X) AND -RetireeDestination(X) ==> -hasAccommodation(Y, X);0.9166666666666666
-Capital(X) AND -RetireeDestination(X) ==> -hasRating(X, Y);0.9166666666666666
-Capital(X) AND -RetireeDestination(X) ==> -hasRating(Y, X);0.9166666666666666
-Hotel(X) AND -hasAccommodation(X, Y) ==> -Capital(X);0.9166666666666666
-Capital(X) AND -hasAccommodation(X, Y) ==> -Hotel(X);0.9166666666666666
-Hotel(X) AND -hasPart(X, Y) ==> -Capital(X);0.9166666666666666
-Capital(X) AND -hasPart(X, Y) ==> -Hotel(X);0.9166666666666666
-hasAccommodation(X, Y) AND -hasAccommodation(Y, X) ==> -Capital(X);0.9166666666666666
-Capital(X) AND -hasAccommodation(X, Y) ==> -hasAccommodation(Y, X);0.9166666666666666
-hasAccommodation(X, Y) AND -hasRating(X, Y) ==> -Capital(X);0.9166666666666666
-Capital(X) AND -hasAccommodation(X, Y) ==> -hasRating(X, Y);0.9166666666666666
-hasAccommodation(X, Y) AND -hasRating(Y, X) ==> -Capital(X);0.9166666666666666
-Capital(X) AND -hasAccommodation(X, Y) ==> -hasRating(Y, X);0.9166666666666666
-hasAccommodation(Y, X) AND -hasPart(X, Y) ==> -Capital(X);0.9166666666666666
-Capital(X) AND -hasPart(X, Y) ==> -hasAccommodation(Y, X);0.9166666666666666
-hasPart(X, Y) AND -hasRating(X, Y) ==> -Capital(X);0.9166666666666666
-Capital(X) AND -hasPart(X, Y) ==> -hasRating(X, Y);0.9166666666666666
-hasPart(X, Y) AND -hasRating(Y, X) ==> -Capital(X);0.9166666666666666
-Capital(X) AND -hasPart(X, Y) ==> -hasRating(Y, X);0.9166666666666666
-RetireeDestination(X) AND -hasAccommodation(X, Y) ==> -Accommodation(X);0.9166666666666666
-Accommodation(X) AND -hasAccommodation(X, Y) ==> -RetireeDestination(X);0.9166666666666666
-RetireeDestination(X) AND -hasPart(X, Y) ==> -Accommodation(X);0.9166666666666666
-Accommodation(X) AND -hasPart(X, Y) ==> -RetireeDestination(X);0.9166666666666666
-NationalPark(X) AND -BackpackersDestination(X) ==> -Accommodation(X);0.9166666666666666
-hasAccommodation(X, Y) AND -hasRating(Y, X) ==> -Accommodation(X);0.9166666666666666
-Accommodation(X) AND -hasRating(Y, X) ==> -hasAccommodation(X, Y);0.9166666666666666
-Accommodation(X) AND -hasAccommodation(X, Y) ==> -hasRating(Y, X);0.9166666666666666
-hasPart(X, Y) AND -hasRating(Y, X) ==> -Accommodation(X);0.9166666666666666
-Accommodation(X) AND -hasRating(Y, X) ==> -hasPart(X, Y);0.9166666666666666
-Accommodation(X) AND -hasPart(X, Y) ==> -hasRating(Y, X);0.9166666666666666
-Hotel(X) AND -hasAccommodation(X, Y) ==> -RetireeDestination(X);0.9166666666666666
-RetireeDestination(X) AND -hasAccommodation(X, Y) ==> -Hotel(X);0.9166666666666666
-Hotel(X) AND -hasPart(X, Y) ==> -RetireeDestination(X);0.9166666666666666
-RetireeDestination(X) AND -hasPart(X, Y) ==> -Hotel(X);0.9166666666666666
-hasAccommodation(X, Y) AND -hasAccommodation(Y, X) ==> -RetireeDestination(X);0.9166666666666666
-RetireeDestination(X) AND -hasAccommodation(X, Y) ==> -hasAccommodation(Y, X);0.9166666666666666
-hasAccommodation(X, Y) AND -hasRating(X, Y) ==> -RetireeDestination(X);0.9166666666666666
-RetireeDestination(X) AND -hasAccommodation(X, Y) ==> -hasRating(X, Y);0.9166666666666666
-hasAccommodation(X, Y) AND -hasRating(Y, X) ==> -RetireeDestination(X);0.9166666666666666
-RetireeDestination(X) AND -hasAccommodation(X, Y) ==> -hasRating(Y, X);0.9166666666666666
-hasAccommodation(Y, X) AND -hasPart(X, Y) ==> -RetireeDestination(X);0.9166666666666666
-RetireeDestination(X) AND -hasPart(X, Y) ==> -hasAccommodation(Y, X);0.9166666666666666
-hasPart(X, Y) AND -hasRating(X, Y) ==> -RetireeDestination(X);0.9166666666666666
-RetireeDestination(X) AND -hasPart(X, Y) ==> -hasRating(X, Y);0.9166666666666666
-hasPart(X, Y) AND -hasRating(Y, X) ==> -RetireeDestination(X);0.9166666666666666
-RetireeDestination(X) AND -hasPart(X, Y) ==> -hasRating(Y, X);0.9166666666666666
-NationalPark(X) AND -BackpackersDestination(X) ==> -Hotel(X);0.9166666666666666
-NationalPark(X) AND -BackpackersDestination(X) ==> -hasAccommodation(X, Y);0.9166666666666666
-NationalPark(X) AND -BackpackersDestination(X) ==> -hasAccommodation(Y, X);0.9166666666666666
-NationalPark(X) AND -BackpackersDestination(X) ==> -hasPart(X, Y);0.9166666666666666
-NationalPark(X) AND -BackpackersDestination(X) ==> -hasRating(X, Y);0.9166666666666666
-NationalPark(X) AND -BackpackersDestination(X) ==> -hasRating(Y, X);0.9166666666666666
-hasAccommodation(X, Y) AND -hasRating(Y, X) ==> -Hotel(X);0.9166666666666666
-Hotel(X) AND -hasRating(Y, X) ==> -hasAccommodation(X, Y);0.9166666666666666
-Hotel(X) AND -hasAccommodation(X, Y) ==> -hasRating(Y, X);0.9166666666666666
-hasPart(X, Y) AND -hasRating(Y, X) ==> -Hotel(X);0.9166666666666666
-Hotel(X) AND -hasRating(Y, X) ==> -hasPart(X, Y);0.9166666666666666
-Hotel(X) AND -hasPart(X, Y) ==> -hasRating(Y, X);0.9166666666666666
-hasAccommodation(Y, X) AND -hasRating(Y, X) ==> -hasAccommodation(X, Y);0.9166666666666666
-hasAccommodation(X, Y) AND -hasRating(Y, X) ==> -hasAccommodation(Y, X);0.9166666666666666
-hasAccommodation(X, Y) AND -hasAccommodation(Y, X) ==> -hasRating(Y, X);0.9166666666666666
-hasRating(X, Y) AND -hasRating(Y, X) ==> -hasAccommodation(X, Y);0.9166666666666666
-hasAccommodation(X, Y) AND -hasRating(Y, X) ==> -hasRating(X, Y);0.9166666666666666
-hasAccommodation(X, Y) AND -hasRating(X, Y) ==> -hasRating(Y, X);0.9166666666666666
-hasPart(X, Y) AND -hasRating(Y, X) ==> -hasAccommodation(Y, X);0.9166666666666666
-hasAccommodation(Y, X) AND -hasRating(Y, X) ==> -hasPart(X, Y);0.9166666666666666
-hasAccommodation(Y, X) AND -hasPart(X, Y) ==> -hasRating(Y, X);0.9166666666666666
-hasRating(X, Y) AND -hasRating(Y, X) ==> -hasPart(X, Y);0.9166666666666666
-hasPart(X, Y) AND -hasRating(Y, X) ==> -hasRating(X, Y);0.9166666666666666
-hasPart(X, Y) AND -hasRating(X, Y) ==> -hasRating(Y, X);0.9166666666666666
-AccommodationRating(X) AND -hasRating(Y, X) ==> -Town(X);0.9090909090909091
-Beach(X) AND -LuxuryHotel(X) ==> -Town(X);0.9090909090909091
-Town(X) AND -Beach(X) ==> -LuxuryHotel(X);0.9090909090909091
-Beach(X) AND -Accommodation(X) ==> -Town(X);0.9090909090909091
-Town(X) AND -Beach(X) ==> -Accommodation(X);0.9090909090909091
-Beach(X) AND -Hotel(X) ==> -Town(X);0.9090909090909091
-Town(X) AND -Beach(X) ==> -Hotel(X);0.9090909090909091
-Beach(X) AND -hasAccommodation(X, Y) ==> -Town(X);0.9090909090909091
-Town(X) AND -Beach(X) ==> -hasAccommodation(X, Y);0.9090909090909091
-Beach(X) AND -hasAccommodation(Y, X) ==> -Town(X);0.9090909090909091
-Town(X) AND -Beach(X) ==> -hasAccommodation(Y, X);0.9090909090909091
-Beach(X) AND -hasPart(X, Y) ==> -Town(X);0.9090909090909091
-Town(X) AND -Beach(X) ==> -hasPart(X, Y);0.9090909090909091
-Beach(X) AND -hasRating(X, Y) ==> -Town(X);0.9090909090909091
-Town(X) AND -Beach(X) ==> -hasRating(X, Y);0.9090909090909091
-Beach(X) AND -hasRating(Y, X) ==> -Town(X);0.9090909090909091
-Town(X) AND -Beach(X) ==> -hasRating(Y, X);0.9090909090909091
-Town(X) AND -Capital(X) ==> -UrbanArea(X);0.9090909090909091
-Town(X) AND -RetireeDestination(X) ==> -UrbanArea(X);0.9090909090909091
-City(X) AND -Capital(X) ==> -Town(X);0.9090909090909091
-Town(X) AND -Capital(X) ==> -City(X);0.9090909090909091
-City(X) AND -RetireeDestination(X) ==> -Town(X);0.9090909090909091
-Town(X) AND -RetireeDestination(X) ==> -City(X);0.9090909090909091
-City(X) AND -hasAccommodation(X, Y) ==> -Town(X);0.9090909090909091
-City(X) AND -hasPart(X, Y) ==> -Town(X);0.9090909090909091
-LuxuryHotel(X) AND -Capital(X) ==> -Town(X);0.9090909090909091
-Town(X) AND -Capital(X) ==> -LuxuryHotel(X);0.9090909090909091
-LuxuryHotel(X) AND -RetireeDestination(X) ==> -Town(X);0.9090909090909091
-Town(X) AND -RetireeDestination(X) ==> -LuxuryHotel(X);0.9090909090909091
-LuxuryHotel(X) AND -NationalPark(X) ==> -Town(X);0.9090909090909091
-Town(X) AND -NationalPark(X) ==> -LuxuryHotel(X);0.9090909090909091
-LuxuryHotel(X) AND -BackpackersDestination(X) ==> -Town(X);0.9090909090909091
-Town(X) AND -BackpackersDestination(X) ==> -LuxuryHotel(X);0.9090909090909091
-LuxuryHotel(X) AND -hasPart(Y, X) ==> -Town(X);0.9090909090909091
-Town(X) AND -hasPart(Y, X) ==> -LuxuryHotel(X);0.9090909090909091
-Capital(X) AND -Accommodation(X) ==> -Town(X);0.9090909090909091
-Town(X) AND -Capital(X) ==> -Accommodation(X);0.9090909090909091
-Capital(X) AND -Hotel(X) ==> -Town(X);0.9090909090909091
-Town(X) AND -Capital(X) ==> -Hotel(X);0.9090909090909091
-Capital(X) AND -hasAccommodation(Y, X) ==> -Town(X);0.9090909090909091
-Town(X) AND -Capital(X) ==> -hasAccommodation(Y, X);0.9090909090909091
-Capital(X) AND -hasRating(X, Y) ==> -Town(X);0.9090909090909091
